X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
C1 ; 1 ; 0.201465 ; 0.183486 ; 0.220077 ; 0.232653 ; 0.157676 ; 0.233962 ; 0.206349 ; 0.132653 ; 0.164384 ; 0.260073
C12 ; 0.201465 ; 1 ; 0.152941 ; 0.284672 ; 0.346614 ; 0.216216 ; 0.282686 ; 0.254613 ; 0.23445 ; 0.168675 ; 0.292517
C13 ; 0.183486 ; 0.152941 ; 1 ; 0.236842 ; 0.121339 ; 0.150235 ; 0.236287 ; 0.205357 ; 0.032967 ; 0.151042 ; 0.152416
C14 ; 0.220077 ; 0.284672 ; 0.236842 ; 1 ; 0.319838 ; 0.16092 ; 0.355212 ; 0.266409 ; 0.123288 ; 0.129555 ; 0.260274
C16 ; 0.232653 ; 0.346614 ; 0.121339 ; 0.319838 ; 1 ; 0.179592 ; 0.276515 ; 0.203065 ; 0.16 ; 0.132479 ; 0.287273
C18 ; 0.157676 ; 0.216216 ; 0.150235 ; 0.16092 ; 0.179592 ; 1 ; 0.184906 ; 0.207469 ; 0.0942408 ; 0.146919 ; 0.298039
C2 ; 0.233962 ; 0.282686 ; 0.236287 ; 0.355212 ; 0.276515 ; 0.184906 ; 1 ; 0.274436 ; 0.22381 ; 0.146245 ; 0.311419
C4 ; 0.206349 ; 0.254613 ; 0.205357 ; 0.266409 ; 0.203065 ; 0.207469 ; 0.274436 ; 1 ; 0.0985915 ; 0.165939 ; 0.275986
C7 ; 0.132653 ; 0.23445 ; 0.032967 ; 0.123288 ; 0.16 ; 0.0942408 ; 0.22381 ; 0.0985915 ; 1 ; 0.107784 ; 0.136929
C8 ; 0.164384 ; 0.168675 ; 0.151042 ; 0.129555 ; 0.132479 ; 0.146919 ; 0.146245 ; 0.165939 ; 0.107784 ; 1 ; 0.218254
C9 ; 0.260073 ; 0.292517 ; 0.152416 ; 0.260274 ; 0.287273 ; 0.298039 ; 0.311419 ; 0.275986 ; 0.136929 ; 0.218254 ; 1
