X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.141502 ; 0.0848861 ; 0.0525384 ; 0.119144 ; 0.154133 ; 0.144286 ; 0.111464 ; 0.0807518 ; 0.168887 ; 0.0942777 ; 0.151371 ; 0.0827827 ; 0.137295 ; 0.126608 ; 0.0483972 ; 0.0302491 ; 0.139848
C11 ; 0.141502 ; 1 ; 0.275862 ; 0.0736904 ; 0.219445 ; 0.320024 ; 0.171366 ; 0.23641 ; 0.230425 ; 0.380797 ; 0.153188 ; 0.27106 ; 0.226755 ; 0.277592 ; 0.258392 ; 0.0720171 ; 0.0802171 ; 0.305617
C12 ; 0.0848861 ; 0.275862 ; 1 ; 0.0575934 ; 0.18632 ; 0.274855 ; 0.194413 ; 0.243075 ; 0.150653 ; 0.297433 ; 0.131341 ; 0.320253 ; 0.147348 ; 0.250181 ; 0.223594 ; 0.0745297 ; 0.0865213 ; 0.251985
C13 ; 0.0525384 ; 0.0736904 ; 0.0575934 ; 1 ; 0.0731173 ; 0.100489 ; 0.034617 ; 0.0896526 ; 0.0473422 ; 0.0838338 ; 0.0749386 ; 0.0670695 ; 0.0642512 ; 0.0620778 ; 0.0788519 ; 0.00649351 ; 0.0387039 ; 0.045728
C14 ; 0.119144 ; 0.219445 ; 0.18632 ; 0.0731173 ; 1 ; 0.223299 ; 0.193316 ; 0.195297 ; 0.15559 ; 0.30726 ; 0.119358 ; 0.198146 ; 0.138431 ; 0.169235 ; 0.196982 ; 0.0304367 ; 0.024276 ; 0.193687
C15 ; 0.154133 ; 0.320024 ; 0.274855 ; 0.100489 ; 0.223299 ; 1 ; 0.220722 ; 0.293208 ; 0.204933 ; 0.416486 ; 0.239095 ; 0.348542 ; 0.171495 ; 0.280483 ; 0.291289 ; 0.0712925 ; 0.0734191 ; 0.312591
C16 ; 0.144286 ; 0.171366 ; 0.194413 ; 0.034617 ; 0.193316 ; 0.220722 ; 1 ; 0.179443 ; 0.123109 ; 0.209639 ; 0.0965697 ; 0.234126 ; 0.100876 ; 0.211704 ; 0.17333 ; 0.0312642 ; 0.0366932 ; 0.235637
C17 ; 0.111464 ; 0.23641 ; 0.243075 ; 0.0896526 ; 0.195297 ; 0.293208 ; 0.179443 ; 1 ; 0.165842 ; 0.270588 ; 0.127846 ; 0.282433 ; 0.124821 ; 0.230147 ; 0.242402 ; 0.0404753 ; 0.0319914 ; 0.241157
C18 ; 0.0807518 ; 0.230425 ; 0.150653 ; 0.0473422 ; 0.15559 ; 0.204933 ; 0.123109 ; 0.165842 ; 1 ; 0.260986 ; 0.100287 ; 0.169639 ; 0.150082 ; 0.213012 ; 0.205249 ; 0.0415405 ; 0.0500424 ; 0.261636
C19 ; 0.168887 ; 0.380797 ; 0.297433 ; 0.0838338 ; 0.30726 ; 0.416486 ; 0.209639 ; 0.270588 ; 0.260986 ; 1 ; 0.176995 ; 0.360629 ; 0.181395 ; 0.385527 ; 0.297325 ; 0.0746877 ; 0.0693786 ; 0.353062
C2 ; 0.0942777 ; 0.153188 ; 0.131341 ; 0.0749386 ; 0.119358 ; 0.239095 ; 0.0965697 ; 0.127846 ; 0.100287 ; 0.176995 ; 1 ; 0.1447 ; 0.0774951 ; 0.112009 ; 0.135553 ; 0.118331 ; 0.0327273 ; 0.126469
C3 ; 0.151371 ; 0.27106 ; 0.320253 ; 0.0670695 ; 0.198146 ; 0.348542 ; 0.234126 ; 0.282433 ; 0.169639 ; 0.360629 ; 0.1447 ; 1 ; 0.205796 ; 0.284835 ; 0.257746 ; 0.0721682 ; 0.0576456 ; 0.280988
C4 ; 0.0827827 ; 0.226755 ; 0.147348 ; 0.0642512 ; 0.138431 ; 0.171495 ; 0.100876 ; 0.124821 ; 0.150082 ; 0.181395 ; 0.0774951 ; 0.205796 ; 1 ; 0.189884 ; 0.162405 ; 0.0445223 ; 0.0470874 ; 0.202416
C5 ; 0.137295 ; 0.277592 ; 0.250181 ; 0.0620778 ; 0.169235 ; 0.280483 ; 0.211704 ; 0.230147 ; 0.213012 ; 0.385527 ; 0.112009 ; 0.284835 ; 0.189884 ; 1 ; 0.333333 ; 0.0623333 ; 0.0523594 ; 0.298719
C6 ; 0.126608 ; 0.258392 ; 0.223594 ; 0.0788519 ; 0.196982 ; 0.291289 ; 0.17333 ; 0.242402 ; 0.205249 ; 0.297325 ; 0.135553 ; 0.257746 ; 0.162405 ; 0.333333 ; 1 ; 0.0412541 ; 0.0529066 ; 0.277586
C7 ; 0.0483972 ; 0.0720171 ; 0.0745297 ; 0.00649351 ; 0.0304367 ; 0.0712925 ; 0.0312642 ; 0.0404753 ; 0.0415405 ; 0.0746877 ; 0.118331 ; 0.0721682 ; 0.0445223 ; 0.0623333 ; 0.0412541 ; 1 ; 0.039 ; 0.0319312
C8 ; 0.0302491 ; 0.0802171 ; 0.0865213 ; 0.0387039 ; 0.024276 ; 0.0734191 ; 0.0366932 ; 0.0319914 ; 0.0500424 ; 0.0693786 ; 0.0327273 ; 0.0576456 ; 0.0470874 ; 0.0523594 ; 0.0529066 ; 0.039 ; 1 ; 0.0662108
C9 ; 0.139848 ; 0.305617 ; 0.251985 ; 0.045728 ; 0.193687 ; 0.312591 ; 0.235637 ; 0.241157 ; 0.261636 ; 0.353062 ; 0.126469 ; 0.280988 ; 0.202416 ; 0.298719 ; 0.277586 ; 0.0319312 ; 0.0662108 ; 1
